fire_id,year,deaths_attributed,death_cost_usd,earnings_loss_usd,total_pop_smoke_pm
UT3846911247320100720,2010,6.414078395729792,71581114.89634447,97888415.2989314,72370091.67069824
NM3586210676620100601,2010,0.0037373403959558,41708.718818867215,57037.395900299554,42168.43798479234
AZ3532911160120100620,2010,16.465435745907673,183754262.9243296,251287139.46594867,185779627.37758985
MT4687511246820100826,2010,0.0158560978367942,176954.0518586236,241987.73296907925,178904.46346155007
OR4426012192420100819,2010,0.8390984557543553,9364338.766218605,12805895.57001021,9467553.780463994
CA3678311872220100716,2010,3.574100386817556,39886960.31688392,54546109.57324617,40326599.81307174
ID4248911105820100826,2010,0.6412361104352218,7156194.992457075,9786220.686785435,7235071.546000161
CA3581211845020100726,2010,0.1190641015209642,1328755.3729739606,1817096.003166667,1343401.09523733
AZ3182010921120110508,2011,78.93564483991221,880921796.4134203,1184247857.2807865,875528791.9465795
NM3314410836920110428,2011,18.06089938772284,201559637.1669869,270962268.6158121,200325688.78700352
ID4551711451120110818,2011,7.201351015582056,80367077.33389574,108039714.21308716,79875069.9743171
AZ3155211041720110612,2011,5.4825700741642285,61185482.02767279,82253358.11075601,60810904.42132396
OR4435212182320110828,2011,4.033414878202684,45012910.04074196,60512116.37940278,44737340.94266358
KS3707910189920110508,2011,0.0205147197783097,228944.2727259372,307776.2016063888,227542.6755688506
AZ3149911031720110617,2011,0.1723211594026808,1923104.1389339184,2585282.7857508203,1911330.8927119533
ID4603811522020110802,2011,0.9568707273663396,10678677.317408351,14355645.16989072,10613302.43997064
NM3135610886320110507,2011,1.652230697532836,18438894.58446645,24787922.709126446,18326011.646091554
WY4381510955820110722,2011,6.205411955671056,69252397.42528899,93097938.54160392,68828434.15161973
NM3330110523720110628,2011,10.369705339707718,115725911.59113812,155573585.9773797,115017437.39889854
NM3581210654120110626,2011,12.089181287848811,134915263.17239276,181370369.05759257,134089311.74299677
NM3258910518820110602,2011,0.3758239000196623,4194194.724219432,5638373.503071119,4168517.858265373
CA3766311987120110825,2011,7.669964646345516,85596805.45321596,115070184.27828634,85072781.6907935
AZ3360210944920110529,2011,137.1454707199843,1530543453.2350247,2057552455.1081483,1521173464.0786695
NM3333310563620110403,2011,0.0102548082568554,114443.66014650695,153849.81942740662,113743.03589940058
CA4165512145820110608,2011,0.0250345836012651,279385.9529901192,375586.3659293816,277675.55179607123
NM3219910458420110605,2011,2.423184286701219,27042736.639585607,36354308.6921285,26877180.968143865
NM3287010548020110509,2011,0.7305301046246392,8152715.967610973,10959924.541509576,8102805.029081332
NM3223310475220110424,2011,2.5306525711946604,28242082.69453241,37966623.2034638,28069184.624868773
AZ3138311045020120521,2012,0.9301292564018704,10380242.501444872,13630769.937321063,10077393.396283654
SD4360210355020120719,2012,0.0619181466053668,691006.5161158943,907392.1775001334,670846.0328673439
ID4444511516620120727,2012,65.70769241274276,733297847.3262092,962926853.688152,711903491.9584538
CO3894510543620120617,2012,0.0191020070648744,213178.39884399876,279934.2799404299,206958.805484728
NM3326710859220120509,2012,93.4470860951691,1042869480.822087,1369439487.156554,1012443208.1195996
WA4803111998320120916,2012,5.3879126709370215,60129105.40765716,78958271.18052569,58374806.722985886
UT3743511264420120702,2012,0.4816654760789647,5375386.713041247,7058665.498363727,5218556.941895395
NM3341910582920120604,2012,4.0919265257559605,45665900.027436525,59965976.43726027,44333573.065155454
AZ3256410986820120628,2012,0.1620688659773003,1808688.544306672,2375071.4332811306,1755919.092428994
OR4417011876620120828,2012,1.3993824539995,15617108.18663442,20507537.15519039,15161470.735113434
CA3931912270720120707,2012,12.869817995244428,143627168.82692784,188603387.13244092,139436769.65754235
OR4417812169920120909,2012,19.04434028147708,212534837.54128417,279089190.2369241,206334020.4258841
ID4553411629920120906,2012,12.380728787060423,138168933.26359433,181435929.02949712,134137781.02470057
ID4559711556320120827,2012,8.70900393555084,97192483.92074735,127627884.20174944,94356841.4220584
AZ3421511233820120513,2012,12.969581606502752,144740530.72857073,190065393.4329836,140517648.63254973
CO3888410493320120623,2012,32.35408710967805,361071612.144007,474139604.6718091,350537155.4950694
WA4668812104420120908,2012,1.4306061450811258,15965564.579105364,20965111.139449347,15499760.726690292
MT4740911286820120712,2012,3.200634018010532,35719075.64099754,46904347.59770165,34676952.57946441
CA3986612313320120818,2012,19.666108495464854,219473770.8093878,288201020.0400119,213070506.6191023
CA4001012127720120729,2012,26.868021290654035,299847117.603699,393742928.0535561,291098918.2009576
AZ3393111147420120512,2012,4.929500202517764,55013222.260098256,72240371.65159976,53408182.19179668
OR4211012080120120806,2012,17.945241684364625,200268897.1975092,262982224.444205,194425945.42644536
ID4663111491320120822,2012,0.6567440437567081,7329263.528324863,9624390.27322225,7115428.360145027
MT4566910646920120625,2012,60.74939613188972,677963260.8318893,890264484.0011356,658183321.5051789
ID4690111556720120909,2012,0.0007330000007152426,8180.280007982108,10741.89883291747,7941.615980620438
WY4220110549020120627,2012,2.1176106399965784,23632534.742361818,31032959.399941023,22943042.95077607
AZ3415011088320120614,2012,6.035077895912547,67351469.31838402,88442286.68951069,65386454.31882821
MT4583610457120120914,2012,0.5526910760316711,6168032.40851345,8099524.718684019,5988076.776912004
ID4227711406020120805,2012,5.972586846334168,66654069.20508932,87526498.78790255,64709401.22538601
SD4392110402520120904,2012,0.3888492915144269,4339558.093301005,5698471.687072058,4212949.173984486
NE4262410325320120829,2012,4.064735051649803,45362443.17641181,59567493.40358875,44038969.72942916
NE4278010360120120828,2012,0.7153091037788509,7982849.598171976,10482643.95574304,7749945.708199613
MT4524310605320120703,2012,1.562770348343388,17440517.08751221,22901938.560173847,16931680.70986816
CA4049312045120120723,2012,5.81077091760856,64848203.440511525,85155134.0754483,62956222.55658345
WA4744512044220120908,2012,4.826487485080832,53863600.33350208,70730750.65824139,52292101.09738193
NM3216910466220120629,2012,0.3214688032864573,3587591.844676864,4711030.504055448,3482921.941281752
UT3797611156320120604,2012,0.0020971788695637,23404.51618433196,30733.537830019905,22721.67695565599
AZ3471811113020120629,2012,0.1858293675613154,2073855.74198428,2723274.5765087097,2013349.8958437904
ID4542411459020120730,2012,79.93534892023897,892078493.9498668,1171428963.761678,866051628.6248343
WA4774112024520120908,2012,3.028291152631722,33795729.26337002,44378713.73321618,32809720.85708686
CO3843610898920120525,2012,1.035698354477307,11558393.635966746,15177853.935004752,11221171.343783649
WA4612512155020120909,2012,18.40039770131065,205348438.34662688,269652401.6371888,199357288.25635943
MT4760011366720120728,2012,4.355661209437733,48609179.0973251,63830930.44555048,47190980.40011768
CO4058910540420120609,2012,28.785691095085667,321248312.62115604,421845813.47517264,311875721.9520724
CO3740210724320120513,2012,24.674649895259897,275369092.8311004,361599717.1267504,267335052.8420205
UT3986511069320120624,2012,9.953903696471764,111085565.25262488,145871523.05016294,107844584.70439562
WA4745512051520120908,2012,3.234219234875241,36093886.66120769,47396529.04584663,35040828.28847549
WA4724812058320120908,2012,29.903529347814107,333723387.52160543,438227403.3942139,323986829.8960759
ID4371111536820120803,2012,58.80488761256527,656262545.7562284,861768285.1280828,637115736.3531309
WA4816512002120120909,2012,0.6381625695787048,7121894.276498346,9352084.249222504,6914109.216718663
WY4243611062020120624,2012,9.989966791138968,111488029.3891109,146400017.06672367,108235306.7352827
MT4549611056620120829,2012,0.2993748166038389,3341022.953298843,4387249.645216525,3243546.828671812
OR4551712135520130816,2013,3.1937420553833014,35642161.33807764,45694564.90961383,33782545.57766371
CO3758810686320130605,2013,6.439860226944338,71868840.13269882,92138502.74881756,68119111.64329167
CA3785712008620130817,2013,83.08619635921929,927241951.3688872,1188758367.7053132,878863466.9631052
CA3454311980320130527,2013,0.1005089357493083,1121679.7229622812,1438034.7595234253,1063156.5242378265
ID4460411708620130829,2013,2.108744718635004,23533591.05996664,30170931.387853723,22305735.195134543
WA4765212058420130819,2013,0.5455601386381727,6088451.147202008,7805618.842974465,5770788.601363314
CA3911912064620130810,2013,29.257421531269085,326512824.28896296,418601478.7872584,309477146.0015089
ID4376811602520130715,2013,0.7716133793961698,8611205.314061256,11039882.695133043,8161919.061011252
CA4130012313520130731,2013,3.621557925538832,40416586.44901336,51815553.927882746,38307866.93478956
MT4721411494320130714,2013,2.3122664324158397,25804893.38576077,33082824.70910634,24458533.21470414
CA4103512348820130810,2013,5.961046746026737,66525281.68565839,85287863.81055124,63054351.258202456
CO3769910713620130605,2013,4.893022694597401,54606133.27170699,70007076.10235,51757079.72851334
CA3391811691120130807,2013,0.4036604097977007,4504850.17334234,5775384.009441751,4269811.385958222
ID4345711455020130807,2013,56.44190494528122,629891659.1893384,807544330.2620987,597027309.4191022
CA3727911931820130722,2013,4.820693954115433,53798944.52792823,68972230.37296087,50992005.74021535
ID4334011550020130809,2013,44.40728513827023,495585302.1430957,635358628.8504705,469728333.7692325
NV3620411570220130701,2013,10.543120907727705,117661229.3302412,150846033.998275,111522300.93090086
CA3755011992320130616,2013,0.1359181558103931,1516846.6188439874,1944653.2892674785,1437705.7426278368
CA3824712003420130805,2013,0.3487321728205235,3891851.0486770426,4989496.531242439,3688795.24971315
MT4674711435120130818,2013,9.91819761731448,110687085.4092296,141904924.36508346,104912030.22812344
CA3459511843720130530,2013,8.352172888239268,93210249.43275024,119498976.29793458,88347041.30030522
WY4273810886420130722,2013,0.0305605975012839,341056.2681143286,437246.7099668145,323261.79136087216
CA3361811742120130805,2013,0.0524228466320943,585038.968414173,750041.5270354307,554514.7901579847
CA3305611654820130706,2013,0.1064583529567776,1188075.218997639,1523156.2333452844,1126087.8613610268
CA3370511672620130715,2013,12.900318832875572,143967558.17489138,184571717.4528673,136456107.40649143
OR4292312275720130726,2013,1.0465535351084627,11679537.451810446,14973597.620631907,11070162.175330564
NM3288810780920130607,2013,33.149752930456884,369951242.7038989,474291132.705965,350649182.00698155
CA4133312337620130731,2013,4.333151647441273,48357972.38544461,61996703.48563635,45834914.18095905
AZ3413810967520140626,2014,1.2638014987715778,14104024.726290807,17684675.31010844,13074494.764786052
NM3574710658020140813,2014,0.0186166204760938,207761.4845132078,260506.80333204957,192595.83660035807
CA3878212060420140913,2014,29.81464141400988,332731398.18035024,417203376.8013244,308443512.26070267
AZ3498711198720140711,2014,0.0016293302310271,18183.3253782626,22799.605900662435,16856.024934594538
AZ3532511198020140815,2014,0.2358665494202163,2632270.691529614,3300536.790838296,2440126.846328537
AZ3588311195020140729,2014,0.025142580068492,280591.1935643715,351826.1098771264,260109.3065629672
OR4567412127820140806,2014,0.4526672903825224,5051766.96066895,6334281.183953852,4683010.839953025
CA4126812300220140731,2014,7.549142476328448,84248430.03582548,105636948.28134272,78098676.00356421
WA4821112010220140714,2014,27.69314917469904,309055544.7896413,387516830.7245911,286495888.9960011
ID4408611596520140715,2014,8.071463000617099,90077527.08688682,112945903.7532494,83502275.35598639
CA4179612337420140814,2014,30.33685472726691,338559298.7562987,424510832.04373646,313846002.4752793
CA3767511978320140726,2014,1.6175891101545088,18052294.46932432,22635309.60048349,16734558.688882042
CA4114112280520140802,2014,4.210661849449143,46990986.23985244,58920793.906755455,43560856.9545283
AZ3495311175320140520,2014,3.848189247099824,42945791.99763403,53848628.46970816,39810943.58094785
WA4802412060120140716,2014,2.024129830197457,22589288.90500362,28324130.701966207,20940373.06799173
WA4715412055020140803,2014,5.255487150872979,58651236.60374244,73541283.14452486,54369961.82333886
CA4192412288020140730,2014,3.0728894424207662,34293446.17741575,42999673.687595055,31790179.83975205
ID4608711556120140803,2014,3.6655706332668183,40907768.2672577,51293202.720998496,37921686.35753666
OR4496711955420140714,2014,0.9949519925225092,11103664.236551205,13922600.15042619,10293147.009315409
CA4168212212720140731,2014,0.68917572801484,7691201.124645614,9643800.069391204,7129778.257666271
NM3411310842020140506,2014,0.2267123962732727,2530110.342409724,3172440.546056136,2345423.7402536524
CA4090112136820140731,2014,1.0221255184626543,11406920.786043225,14302845.769496417,10574267.203420687
OR4245612363620140913,2014,3.696759179058907,41255832.438297406,51729631.46891789,38244343.419643566
CA3571711855520140613,2014,0.0231845302613592,258739.35771676977,324426.65267295187,239852.55581735432
CA4072012156220140731,2014,1.0045969159401686,11211301.581892282,14057563.86046923,10392927.3156796
CA4146612092420140703,2014,0.0038373986357528,42825.36877500194,53697.63287565792,39699.31070845813
WA4842512040320140802,2014,0.6065127775574614,6768682.597541269,8487077.719848758,6274599.407152731
OR4373612257320140811,2014,0.8762103329323337,9778507.315524844,12261019.832886769,9064720.54504647
CA4152312316420140813,2014,12.47598078045273,139231945.50985247,174579369.85508955,129068643.73728897
OR4426911945020140801,2014,6.55473624408874,73150856.48403032,91721985.0845108,67811175.08658786
AZ3592011206820140704,2014,0.0131014323374676,146211.98488613847,183331.46242560883,135539.1718350692
OR4454812036520140714,2014,7.337339943001008,81884713.76389125,102673144.99784054,75907500.31984353
WA4770812082320140715,2014,8.358712074974886,93283226.75671972,116965448.4508023,86473973.4608953
WA4766312029020140708,2014,3.0051992343933573,33538023.455829863,42052468.488201015,31089899.557332795
CA3726811933420140728,2014,0.4872030572522221,5437186.118934799,6817548.393456209,5040296.144310281
NM3293110814820140511,2014,0.0836487805539708,933520.3909823144,1170517.3048310007,865377.6281296373
WA4822612066620150629,2015,18.179591899526987,202884245.5987212,249035213.5583285,184114751.2645952
CA4046512305420150731,2015,11.096343871077394,123835197.60122372,152004532.38569722,112378792.82774144
OR4428411896120150812,2015,49.08965659849762,547840567.6392335,672460261.0485412,497158020.0616024
ID4666211472820150811,2015,1.08623862633446,12122423.069892572,14879963.740635237,11000937.51316652
CA4035712344220150731,2015,4.942910630215873,55162882.63320915,67711025.15384685,50059581.43807385
ID4606811540520150815,2015,22.80391789100902,254491723.66366068,312382070.6944352,230947850.4009003
ID4642011560920150811,2015,6.636420871737954,74062456.92859557,90909768.39250234,67210693.44350864
AZ3491611139320150614,2015,0.5486915613085658,6123397.824203594,7516313.947162185,5556901.986008687
CA4060412308120150731,2015,0.3812050425596541,4254248.274965741,5221980.763265937,3860673.659759452
WA4788112022120150814,2015,4.423764534976503,49369212.21033777,60599443.14417187,44801902.67810842
ID4773311613120150812,2015,2.231426768065513,24902722.731611125,30567454.14287461,22598889.273099195
CA4035812356120150806,2015,6.110115570336331,68188889.76495345,83700115.18049355,61880509.45520256
SD4556510323420150401,2015,0.1388340809440646,1549388.3433357617,1901834.4959646205,1406049.289848482
WA4863311833720150814,2015,3.4905639155620287,38954693.29767224,47815887.999862246,35350865.445092626
CA4155612377620150802,2015,7.134963156732516,79626188.82913488,97739106.75706203,72259706.05633001
WA4875611846220150811,2015,6.903576132901173,77043909.64317709,94569425.21454269,69916322.08082551
WA4877911820520150814,2015,7.157001981035442,79872142.10835554,98041008.10595845,72482905.38209721
MT4687311484920150814,2015,1.8521959859487995,20670507.2031886,25372518.01150936,18758210.03743861
ID4482211591820150814,2015,3.557090565040184,39697130.70584845,48727210.89707995,36024617.50668077
CA4068012335620150731,2015,12.18010673472428,135929991.15952295,166850581.60872242,123354656.92705289
WA4838112024520150819,2015,1.1727902043561862,13088338.680615038,16065600.405945184,11877493.067719037
WA4606911776320150814,2015,28.10376656066361,313638034.8170059,384982652.3009229,284622340.1774744
WA4842411713920150812,2015,16.25819605387878,181441467.9612872,222714753.37442657,164655716.09166864
SD4352810349220150413,2015,0.0305719887688947,341183.39466086536,418793.8757944626,309619.38744045777
AZ3511111215420150702,2015,0.008337836343292,93050.25359113936,114216.80232657788,84441.86607236553
WA4857111968120150814,2015,56.74038551646106,633222702.3637055,777264643.924236,574641170.371502
WA4613412137420150811,2015,18.97310157732654,211739813.60296416,259905196.40302336,192151061.30728185
WA4805112011320150814,2015,17.98424278102302,200704149.4362169,246359201.3731302,182136343.0273865
OR4292412304820150730,2015,5.1865844706490325,57882282.69244321,71049019.05526268,52527400.78016849
ID4641211555020150811,2015,5.742035576516166,64081117.03392041,78657929.39468732,58152760.40108674
ID4618211575420150811,2015,0.5807171384830088,6480803.265470378,7955019.969555002,5881242.664730474
ID4520811624820150812,2015,9.2271735736613,102975257.0820601,126399489.83212848,93448674.5785585
AZ3649611235120150705,2015,0.001596795037259,17820.232615810604,21873.87897981497,16171.623803784774
MT4814411584420150814,2015,0.6608285677033758,7374846.815569675,9052435.521819193,6692575.281319236
ID4378711598520151010,2015,0.459244908795511,5125173.182157903,6291018.773663502,4651026.415758938
ID4779711617020150812,2015,6.3519537931181445,70887804.3311985,87012963.66410571,64329738.48519548
CA3687411890520150801,2015,53.369073170904,595598856.5872885,731082337.160272,540498031.33032
WA4852611946320150814,2015,56.74038551646106,633222702.3637055,777264643.924236,574641170.371502
CA3415811689620150617,2015,13.23182729016612,147667192.5582539,181257695.61742336,134006010.90327026
MT4633511122620150721,2015,0.0020499661705936,22877.622463824584,28081.695447432416,20761.137746414195
ID4610011544620150814,2015,22.33648974492245,249275225.5533345,305978952.9111987,226213947.82891577
CA3728211950220150725,2015,2.3966505952376096,26746620.642851725,32830791.588078644,24272202.07411793
AZ3449111148820150606,2015,0.3400356922680904,3794798.325711889,4658017.721709214,3443728.948868914
CA4176412395720150801,2015,4.0380225631202125,45064331.80442157,55315312.73736437,40895281.03373129
OR4500511742020150811,2015,16.408166063241016,183115133.26576972,224769134.65621108,166174545.06887993
MT4784711358920150812,2015,12.08083002410667,134822063.06903043,165490628.26286826,122349226.93815397
OR4560811806120150801,2015,0.0447861555230895,499813.4956376792,613508.2606248887,453574.0917509624
AZ3150310908920150617,2015,0.387020274168944,4319146.259725415,5301641.376865759,3919567.716744212
CA4069112352420150610,2015,0.0352144172352953,392992.8963458965,482388.711748367,356635.82032183994
OR4458511775220150810,2015,16.05560478575474,179180549.4090229,219939533.7764753,162603962.61198753
CA4034312338320150731,2015,5.184064173302937,57854156.17406078,71014494.4745524,52501876.339270495
OR4431411958420150629,2015,2.35370931460092,26267395.95094626,32242555.5565479,23837312.04759247
MT4875011481620150811,2015,8.961812186941385,100013824.00626586,122764406.60379449,90761213.49685866
OR4483511722120150912,2015,0.0464457826186891,518334.9340245711,636242.8517237458,470382.0504547141
CA4091312343720150731,2015,55.35209002344965,617729324.6616981,758246919.7368655,560581136.4174833
WA4833811900220150813,2015,79.88672979005221,891535904.4569827,1094337481.484377,809056961.5602914
ID4800811651520150705,2015,0.4882930802627683,5449350.775732495,6688938.464314842,4945213.265163656
MT4551511324520150821,2015,2.3922082455695715,26697044.02055642,32769937.554369044,24227211.9495496
ID4799811615320150814,2015,1.132210042911304,12635464.078890152,15509708.435019229,11466515.397153398
CA4180012381520150801,2015,8.164947361304321,91120812.55215622,111848462.88369314,82690924.0220168
CA4049212319820150803,2015,11.526821735518569,128639330.5683872,157901482.5205366,116738479.52337968
OR4303812227820150801,2015,15.99896695963502,178548471.26952684,219163674.05414733,162030360.1171774
CA4064212358620150731,2015,6.477549889365596,72289456.76532005,88733456.11651824,65601719.404690444
CA3454611980520160818,2016,13.09900921608909,146184942.85155424,175699602.87510842,129896845.58429746
UT3917511218120160723,2016,0.4561690868032008,5090847.008723722,6118686.235961966,4523618.882260534
SD4362610351320160402,2016,0.0449326003257815,501447.8196357224,602689.8602139357,445575.917226632
WA4815711826520160802,2016,0.0503783036300861,562221.8685117612,675734.156325031,499578.45051352336
CA3778011892120160917,2016,0.8875059493205396,9904566.39441722,11904292.933345348,8800988.0252955
UT3834011246920160809,2016,0.1935240869698831,2159728.810583896,2595776.8764383127,1919089.3011276503
CA3443111839820160722,2016,32.84535285715151,366554137.88581085,440561217.8825021,325712247.229108
CA3574511858420160816,2016,22.977741813794097,256431598.6419421,308204998.1835007,227859690.07459065
CO4095810663420160619,2016,9.952274892171603,111067387.79663512,133491832.65790068,98692129.5767186
CA3561311846620160623,2016,15.023648645266867,167663918.88117823,201515172.4197853,148982608.98923373
SD4447710397320160625,2016,0.6060576123519031,6763602.953847239,8129170.691694363,6009994.404017048
WA4691112095020160910,2016,0.0708726721206823,790939.0208668149,950629.176671385,702811.6703131422
AZ3430011091020160912,2016,0.0364392916866798,406662.4952233476,488767.4306340722,361351.68449320673
CA3895812085620160628,2016,5.399757985784531,60261299.12135536,72428022.46132757,53546914.709435366
MT4619311426020160731,2016,0.4325090826812218,4826801.362722436,5801329.918420852,4288993.510886519
AZ3593411190320160628,2016,0.4701732728172456,5247133.724640462,6306527.154360178,4662491.949543044
CA3646112190120160722,2016,92.3442666024141,1030562015.2829412,1238631922.627311,915735590.499137
UT4001811260720160902,2016,1.2854272200043777,14345367.775248855,17241689.68460765,12746990.123625072
AZ3448811140320160519,2016,0.6296582130160899,7026985.657259564,8445730.218900321,6244030.698640546
CA3398311695420160830,2016,0.2418565598835225,2699119.208300112,3244069.90049909,2398380.190018614
ID4426111543220160807,2016,27.54234637309404,307372585.5237295,369430942.460709,273124772.6324754
CA3779911892220160804,2016,0.8875059493205396,9904566.39441722,11904292.933345348,8800988.0252955
ID4395011576220160718,2016,27.584748875348275,307845797.44888675,369999695.6147896,273545258.7316027
