phenotype_id,phenotype_name,source,population,gamma,gamma_se,gamma_p,gamma_z,gamma_sign,gamma_sign_se,gamma_sign_p,gamma_sign_z
Pan-UKBB.4317,Time to complete round,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.301664788,0.125703981,0.016403899,-2.399802973,-0.369342948,0.129496225,0.00434243,-2.852152226
Pan-UKBB.4322,Duration to first press of snap-button in each round,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.35679512,0.126458818,0.004780958,-2.821433288,-0.411989116,0.129644774,0.001483815,-3.177830486
Pan-UKBB.4324,"Diastolic blood pressure, automated reading",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.197522952,0.127638383,0.121737902,-1.547520016,-0.238905008,0.129696672,0.065470935,-1.842028819
Pan-UKBB.4325,"Systolic blood pressure, automated reading",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.392848587,0.127151774,0.002004238,-3.089603659,-0.507597872,0.128319517,7.63e-05,-3.955733957
Pan-UKBB.4326,Ankle spacing width (left),Pan-UKBB (phenotype-manifest-23-03-01),European,-0.26240648,0.124440911,0.03497192,-2.108683381,-0.320292997,0.127256411,0.01183889,-2.516910507
Pan-UKBB.4327,Heel broadband ultrasound attenuation (left),Pan-UKBB (phenotype-manifest-23-03-01),European,-0.130109496,0.125919916,0.301476728,-1.033271784,-0.173682178,0.125053789,0.164875392,-1.388859783
Pan-UKBB.4328,"Heel quantitative ultrasound index (QUI), direct entry (left)",Pan-UKBB (phenotype-manifest-23-03-01),European,0.008028396,0.129667088,0.950630167,0.061915446,0.003195388,0.129350697,0.980291628,0.024703294
Pan-UKBB.4329,Heel bone mineral density (BMD) (left),Pan-UKBB (phenotype-manifest-23-03-01),European,-0.018776008,0.130155765,0.885296756,-0.144257983,-0.007323253,0.129652425,0.954956454,-0.056483733
Pan-UKBB.4330,"Heel bone mineral density (BMD) T-score, automated (left)",Pan-UKBB (phenotype-manifest-23-03-01),European,0.007616904,0.112700287,0.946115609,0.067585486,0.002693618,0.112409695,0.980882515,0.023962507
Pan-UKBB.4332,Heel broadband ultrasound attenuation (right),Pan-UKBB (phenotype-manifest-23-03-01),European,-0.047829504,0.129020927,0.71085264,-0.370711209,0.014235918,0.129324432,0.912346636,0.110079109
Pan-UKBB.4333,"Heel quantitative ultrasound index (QUI), direct entry (right)",Pan-UKBB (phenotype-manifest-23-03-01),European,0.140298931,0.129591175,0.278973928,1.082627203,0.199658285,0.128642413,0.12065244,1.55204089
Pan-UKBB.4335,Heel bone mineral density (BMD) (right),Pan-UKBB (phenotype-manifest-23-03-01),European,0.112030243,0.130019253,0.388883731,0.86164349,0.164008535,0.129313494,0.204690201,1.268301782
Pan-UKBB.4336,"Heel bone mineral density (BMD) T-score, automated (right)",Pan-UKBB (phenotype-manifest-23-03-01),European,0.137098369,0.124428113,0.270536492,1.101827915,0.196863195,0.123552898,0.11108136,1.593351499
Pan-UKBB.4337,Pulse rate,Pan-UKBB (phenotype-manifest-23-03-01),European,0.05067844,0.127384626,0.690749633,0.397837962,0.108531938,0.129300451,0.401257296,0.839377873
Pan-UKBB.4338,Pulse wave reflection index,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.051522556,0.117601265,0.661304907,-0.438112261,-0.097159695,0.121708863,0.424698754,-0.798295973
Pan-UKBB.4365,Hand grip strength (left),Pan-UKBB (phenotype-manifest-23-03-01),European,0.331000798,0.125535366,0.008371349,2.636713534,0.267999045,0.127572386,0.035661985,2.100760616
Pan-UKBB.4369,Hand grip strength (right),Pan-UKBB (phenotype-manifest-23-03-01),European,0.355895294,0.124870623,0.00437038,2.850112265,0.381090742,0.126874839,0.002667404,3.00367469
Pan-UKBB.4371,Waist circumference,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.907053016,0.126977876,9.11e-13,-7.14339413,-0.88868487,0.12833788,4.37e-12,-6.92457185
Pan-UKBB.4376,Hip circumference,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.564276868,0.125329045,6.72e-06,-4.50236312,-0.528558898,0.12704136,3.18e-05,-4.160526139
Pan-UKBB.4377,Standing height,Pan-UKBB (phenotype-manifest-23-03-01),European,0.158849403,0.126595662,0.2095595,1.254777617,0.379888442,0.127863649,0.002967899,2.971043341
Pan-UKBB.4385,3mm weak meridian (left),Pan-UKBB (phenotype-manifest-23-03-01),European,0.106890012,0.124755177,0.391556415,0.85679821,0.038167596,0.12894138,0.76722447,0.296007348
Pan-UKBB.4386,6mm weak meridian (left),Pan-UKBB (phenotype-manifest-23-03-01),European,0.098143705,0.125512828,0.434248883,0.781941622,-0.036813853,0.129555087,0.776290845,-0.284155985
Pan-UKBB.4387,6mm weak meridian (right),Pan-UKBB (phenotype-manifest-23-03-01),European,0.125205163,0.124550486,0.314773442,1.00525632,-0.023411673,0.128518507,0.855452632,-0.182165773
Pan-UKBB.4388,3mm weak meridian (right),Pan-UKBB (phenotype-manifest-23-03-01),European,0.11610518,0.120374961,0.334780614,0.964529324,0.001009437,0.122994167,0.993451679,0.008207195
Pan-UKBB.4389,Seated height,Pan-UKBB (phenotype-manifest-23-03-01),European,0.18475705,0.102941579,0.072689438,1.79477574,0.284194737,0.104853736,0.006720371,2.710392096
Pan-UKBB.4406,3mm cylindrical power (right),Pan-UKBB (phenotype-manifest-23-03-01),European,0.000200987,0.122030367,0.998685865,0.001647025,0.001236526,0.125473655,0.992137083,0.009854865
Pan-UKBB.4410,3mm strong meridian (right),Pan-UKBB (phenotype-manifest-23-03-01),European,0.112830987,0.123645524,0.361486648,0.912535961,0.014173363,0.127274301,0.911330273,0.111360764
Pan-UKBB.4411,6mm strong meridian (right),Pan-UKBB (phenotype-manifest-23-03-01),European,0.186207401,0.123749416,0.132397782,1.504713377,0.051629049,0.127897308,0.68645113,0.403675811
Pan-UKBB.4412,6mm strong meridian (left),Pan-UKBB (phenotype-manifest-23-03-01),European,0.125136523,0.123463232,0.310796116,1.013552955,-0.04129465,0.127266429,0.745579184,-0.324474026
Pan-UKBB.4413,3mm strong meridian (left),Pan-UKBB (phenotype-manifest-23-03-01),European,0.144440942,0.123471139,0.242067108,1.169835664,0.037020287,0.126749761,0.770230181,0.292073823
Pan-UKBB.4430,Corneal resistance factor (right),Pan-UKBB (phenotype-manifest-23-03-01),European,-0.156504034,0.124876244,0.210106346,-1.25327307,-0.127420987,0.126372972,0.313313808,-1.008293029
Pan-UKBB.4450,Length of time at current address,Pan-UKBB (phenotype-manifest-23-03-01),European,0.053366026,0.124564451,0.668344641,0.428420997,0.110670295,0.126765572,0.38264609,0.873031168
Pan-UKBB.4451,Number in household,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.039902871,0.121811488,0.743230092,-0.327578881,-0.072034664,0.12506865,0.564641544,-0.575960998
Pan-UKBB.4452,Number of vehicles in household,Pan-UKBB (phenotype-manifest-23-03-01),European,0.676082237,0.123512931,4.41e-08,5.473776974,0.737199411,0.126093839,5.02e-09,5.846434817
Pan-UKBB.4453,Average total household income before tax,Pan-UKBB (phenotype-manifest-23-03-01),European,1.122473471,0.118631097,3.02e-21,9.46188227,1.202861126,0.123126044,1.52e-22,9.769347619
Pan-UKBB.4460,Job involves heavy manual or physical work,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.667080365,0.096475707,4.7e-12,-6.914490581,-0.686791544,0.099324157,4.69e-12,-6.914647591
Pan-UKBB.4463,Years of schooling,Pan-UKBB (phenotype-manifest-23-03-01),European,0.625597548,0.126968485,8.34e-07,4.927187612,0.570689165,0.129326258,1.02e-05,4.412786478
Pan-UKBB.4464,Number of days/week walked 10+ minutes,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.13065368,0.126015501,0.299826085,-1.036806416,-0.10012926,0.12914402,0.438144562,-0.77533021
Pan-UKBB.4466,Duration of walks,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.297768511,0.124985438,0.017199006,-2.382425625,-0.413767989,0.128438326,0.001275079,-3.221530528
Pan-UKBB.4469,Number of days/week of vigorous physical activity 10+ minutes,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.150157422,0.090842237,0.098341609,-1.652947206,-0.088218565,0.093850701,0.34722354,-0.939988344
Pan-UKBB.4472,Usual walking pace,Pan-UKBB (phenotype-manifest-23-03-01),European,0.870331923,0.128092953,1.09e-11,6.794533966,0.955718304,0.130169015,2.1e-13,7.342133646
Pan-UKBB.4475,Frequency of stair climbing in last 4 weeks,Pan-UKBB (phenotype-manifest-23-03-01),European,0.197932319,0.1037329,0.056378825,1.908095877,0.218398694,0.107203605,0.041626724,2.037232747
Pan-UKBB.4480,Albumin/Globulin ratio,Pan-UKBB (phenotype-manifest-23-03-01),European,0.353720951,0.128089178,0.005753282,2.761520976,0.344618731,0.130199868,0.008124684,2.646843939
Pan-UKBB.4481,"Diastolic blood pressure, automated reading, adjusted by medication",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.249534875,0.128769357,0.052642307,-1.937843596,-0.364836633,0.129329063,0.004787496,-2.820994945
Pan-UKBB.4482,"Diastolic blood pressure, automated reading, adjusted by medication",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.268120567,0.129333534,0.038163537,-2.073093953,-0.395970064,0.130096888,0.002337229,-3.043655154
Pan-UKBB.4483,"Diastolic blood pressure, combined automated + manual reading",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.266663613,0.126412267,0.034903536,-2.109475757,-0.351371101,0.127822956,0.005979766,-2.74888886
Pan-UKBB.4484,Diastolic blood pressure,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.36405593,0.127147867,0.004193217,-2.86324842,-0.459274608,0.127805392,0.000326208,-3.59354642
Pan-UKBB.4485,"Diastolic blood pressure, combined automated + manual reading, adjusted by medication",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.342951914,0.129135674,0.007913253,-2.655748817,-0.429546925,0.129449979,0.000905845,-3.318246375
Pan-UKBB.4486,"Diastolic blood pressure, combined automated + manual reading",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.218820203,0.128196562,0.087838478,-1.706911635,-0.336637752,0.129432907,0.009298855,-2.600866809
Pan-UKBB.4491,"LDL direct, adjusted by medication",Pan-UKBB (phenotype-manifest-23-03-01),European,0.080547513,0.121740773,0.508207503,0.661631362,0.143366756,0.126293583,0.256297234,1.135186382
Pan-UKBB.4492,"LDL direct, adjusted by medication",Pan-UKBB (phenotype-manifest-23-03-01),European,0.082158632,0.121764512,0.499844905,0.674733802,0.137959093,0.12589988,0.273173248,1.095784145
Pan-UKBB.4493,"Mean arterial pressure, automated reading",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.255052581,0.124724097,0.040861338,-2.044934281,-0.300949577,0.125421847,0.016417531,-2.399498849
Pan-UKBB.4494,"Mean arterial pressure, automated reading, adjusted by medication",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.262436307,0.12757,0.039667517,-2.057194533,-0.344452258,0.127010893,0.006688063,-2.711989883
Pan-UKBB.4495,"Mean arterial pressure, automated reading, adjusted by medication",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.232581698,0.127949256,0.069100035,-1.817765153,-0.296120986,0.127617061,0.020319945,-2.320387128
Pan-UKBB.4496,"Mean arterial pressure, automated reading",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.22680813,0.118966337,0.056586663,-1.906489993,-0.26675962,0.120035561,0.026260454,-2.222338262
Pan-UKBB.4497,"Mean arterial pressure, combined automated + manual reading",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.347941379,0.127148191,0.006209607,-2.736502782,-0.439381013,0.127926847,0.00059337,-3.434627069
Pan-UKBB.4498,Mean arterial pressure,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.361955923,0.128645458,0.004899126,-2.813592704,-0.45548206,0.129001512,0.000414262,-3.530827303
Pan-UKBB.4499,"Mean arterial pressure, combined automated + manual reading, adjusted by medication",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.315482744,0.128207104,0.013865564,-2.460727479,-0.389114697,0.129089993,0.002575813,-3.014290167
Pan-UKBB.4500,"Mean arterial pressure, combined automated + manual reading",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.379546463,0.128034074,0.003032564,-2.964417606,-0.476054319,0.129335891,0.00023254,-3.680759586
Pan-UKBB.4503,"Mean arterial pressure, manual reading, adjusted by medication",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.190715355,0.122000381,0.117997157,-1.563235739,-0.176312127,0.126419349,0.16311811,-1.394660937
Pan-UKBB.4504,"Mean arterial pressure, manual reading",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.183166552,0.122301849,0.134221684,-1.497659714,-0.293908254,0.128897564,0.022597656,-2.280169195
Pan-UKBB.4506,Non-albumin protein,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.288372846,0.127358341,0.023557912,-2.264263513,-0.326969718,0.128182885,0.010747402,-2.550806366
Pan-UKBB.4507,"Pulse pressure, automated reading",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.290515666,0.126468318,0.02161068,-2.297141839,-0.385426909,0.13037487,0.003113565,-2.956297561
Pan-UKBB.4508,"Pulse pressure, automated reading, adjusted by medication",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.322746695,0.125534358,0.010141032,-2.570982956,-0.398182415,0.128895154,0.002006989,-3.089196166
Pan-UKBB.4509,"Pulse pressure, automated reading, adjusted by medication",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.385876891,0.124180689,0.00188752,-3.107382433,-0.523804022,0.127437884,3.95e-05,-4.110269314
Pan-UKBB.4510,"Pulse pressure, automated reading",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.366225114,0.11028491,0.000897861,-3.320718267,-0.514426435,0.112846802,5.15e-06,-4.558626636
Pan-UKBB.4511,"Pulse pressure, combined automated + manual reading",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.359501168,0.127442312,0.004789013,-2.820893324,-0.481814913,0.129319875,0.000194727,-3.725760731
Pan-UKBB.4512,Pulse pressure,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.341978895,0.12596293,0.006629239,-2.714916959,-0.443104926,0.127851628,0.000528706,-3.465774615
Pan-UKBB.4513,"Pulse pressure, combined automated + manual reading, adjusted by medication",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.323249636,0.123497919,0.008858945,-2.617450064,-0.422174075,0.12620348,0.000822275,-3.345185702
Pan-UKBB.4514,"Pulse pressure, combined automated + manual reading",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.311606415,0.12576617,0.013224531,-2.477664831,-0.462631088,0.127994686,0.00030098,-3.614455443
Pan-UKBB.4519,"Systolic blood pressure, automated reading, adjusted by medication",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.33013473,0.126321651,0.008963442,-2.613445332,-0.407138122,0.127764688,0.001439434,-3.186624784
Pan-UKBB.4520,"Systolic blood pressure, automated reading, adjusted by medication",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.271696742,0.118254461,0.021586833,-2.297560196,-0.349693906,0.119725532,0.003491379,-2.920796419
Pan-UKBB.4521,"Systolic blood pressure, combined automated + manual reading",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.452249999,0.127106524,0.000373633,-3.558039244,-0.556782647,0.128809854,1.54e-05,-4.322515927
Pan-UKBB.4522,Systolic blood pressure,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.376910542,0.127609625,0.003140689,-2.953621587,-0.446567869,0.129142904,0.000544331,-3.457935783
Pan-UKBB.4523,"Systolic blood pressure, combined automated + manual reading, adjusted by medication",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.340253211,0.127157924,0.007454405,-2.67583176,-0.37153949,0.12873253,0.003900045,-2.886135234
Pan-UKBB.4524,"Systolic blood pressure, combined automated + manual reading",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.448100295,0.126823325,0.000410462,-3.53326404,-0.527446999,0.129140152,4.42e-05,-4.084299049
Pan-UKBB.4526,"Systolic blood pressure, manual reading, adjusted by medication",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.064945907,0.120842284,0.590961261,-0.537443559,-0.039887456,0.12348496,0.746684119,-0.323014687
Pan-UKBB.4529,"Smoking status, ever vs never",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.504410693,0.115947208,1.36e-05,-4.350347894,-0.468200284,0.117736386,6.99e-05,-3.976682986
Pan-UKBB.4530,"Estimated glomerular filtration rate, serum creatinine",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.457722189,0.126665139,0.000301928,-3.613639821,-0.38728997,0.128119936,0.002503894,-3.022870462
Pan-UKBB.4531,"Estimated glomerular filtration rate, cystain C",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.484196543,0.109757097,1.03e-05,-4.411528347,-0.352832548,0.111602969,0.0015696,-3.161497864
Pan-UKBB.4532,"Estimated glomerular filtration rate, serum creatinine + cystain C",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.344186872,0.124293908,0.005620498,-2.769137094,-0.08887445,0.128188217,0.488113671,-0.693312164
Pan-UKBB.4535,pheno 48 / pheno 49,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.76035501,0.125644189,1.43e-09,-6.051652816,-0.814897758,0.126788608,1.3e-10,-6.427215892
Pan-UKBB.4663,E11 Non-insulin-dependent diabetes mellitus,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.361674299,0.12405938,0.003553102,-2.915332144,-0.411851249,0.127343609,0.001219956,-3.234172891
Pan-UKBB.4678,E66 Obesity,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.301149229,0.118070813,0.010754338,-2.550581476,-0.393060376,0.120198588,0.001075127,-3.270091456
Pan-UKBB.4695,F17 Mental and behavioural disorders due to use of tobacco,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.27045725,0.098267501,0.005918636,-2.752255293,-0.422139128,0.101146744,3e-05,-4.173531568
Pan-UKBB.4702,F32 Depressive episode,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.188154624,0.10127137,0.063179645,-1.857925143,-0.245488402,0.104381963,0.018681421,-2.351827793
Pan-UKBB.4732,G47 Sleep disorders,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.001978784,0.120912207,0.986942832,-0.016365463,-0.097575155,0.125367786,0.436385561,-0.778311223
Pan-UKBB.4820,I25 Chronic ischaemic heart disease,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.14243317,0.12461766,0.253054634,-1.142961361,-0.255446095,0.126592533,0.043605773,-2.017860677
Pan-UKBB.4857,I83 Varicose veins of lower extremities,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.330166524,0.12208221,0.006841539,-2.704460572,-0.352862759,0.12462676,0.004635106,-2.831356278
Pan-UKBB.4887,J44 Other chronic obstructive pulmonary disease,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.18306027,0.124924019,0.142819211,-1.465372887,-0.183852458,0.128830466,0.153554428,-1.427088356
Pan-UKBB.4888,J45 Asthma,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.0809359,0.127170122,0.524490971,-0.636438013,-0.186002651,0.129019567,0.149397652,-1.441662341
Pan-UKBB.4915,K21 Gastro-oesophageal reflux disease,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.05758457,0.091354527,0.528471034,-0.630341717,-0.005181323,0.096405867,0.957138416,-0.053744891
Pan-UKBB.4926,K42 Umbilical hernia,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.192174741,0.106882168,0.072176113,-1.798005645,-0.182875218,0.109203442,0.094007107,-1.674628688
Pan-UKBB.4928,K44 Diaphragmatic hernia,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.035857626,0.122653885,0.77002051,-0.292348068,-0.026671768,0.128266442,0.835275551,-0.20794034
Pan-UKBB.4952,K80 Cholelithiasis,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.184031132,0.125844053,0.143638617,-1.462374485,-0.225881844,0.127964697,0.077532047,-1.765188762
Pan-UKBB.4998,M16 Coxarthrosis [arthrosis of hip],Pan-UKBB (phenotype-manifest-23-03-01),European,-0.174271619,0.104730579,0.096112552,-1.663999384,-0.163539547,0.107727179,0.128991726,-1.518089942
Pan-UKBB.4999,M17 Gonarthrosis [arthrosis of knee],Pan-UKBB (phenotype-manifest-23-03-01),European,-0.062675984,0.126065235,0.619068445,-0.497171036,-0.043897668,0.130309289,0.736212715,-0.3368729
Pan-UKBB.5019,M51 Other intervertebral disk disorders,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.018161241,0.087040662,0.834719622,-0.208652374,-0.107355485,0.091787975,0.242160796,-1.169602934
Pan-UKBB.5052,N20 Calculus of kidney and ureter,Pan-UKBB (phenotype-manifest-23-03-01),European,0.088833344,0.118220489,0.452399401,0.751420879,0.098664879,0.122571817,0.420845262,0.804955669
Pan-UKBB.5156,R07 Pain in throat and chest,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.318653655,0.114249715,0.005285506,-2.789098029,-0.286072788,0.117094048,0.014561591,-2.443102737
Pan-UKBB.5160,R19 Other symptoms and signs involving the digestive system and abdomen,Pan-UKBB (phenotype-manifest-23-03-01),European,0.045735325,0.112818136,0.685190984,0.405389831,0.082725778,0.118898469,0.486573983,0.695768238
Pan-UKBB.5432,Z72 Problems related to lifestyle,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.327269195,0.114578328,0.004286204,-2.856292281,-0.567538813,0.117816986,1.46e-06,-4.817122144
Pan-UKBB.5439,Z82 Family history of certain disabilities and chronic diseases leading to disablement,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.012920978,0.121095044,0.915026088,-0.106701128,-0.051519729,0.123971478,0.677719359,-0.415577274
Pan-UKBB.5443,Z86 Personal history of certain other diseases,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.283147882,0.122707432,0.021026743,-2.307503935,-0.321973117,0.128265606,0.012066069,-2.510206172
Pan-UKBB.5445,"Z88 Personal history of allergy to drugs, medicaments and biologocal substances",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.234549291,0.083627779,0.005036631,-2.80468156,-0.253952097,0.086816408,0.003442764,-2.925162455
Pan-UKBB.5452,Z95 Presence of cardiac and vascular implants and grafts,Pan-UKBB (phenotype-manifest-23-03-01),European,0.153984421,0.124665967,0.216764978,1.235176084,0.174335295,0.126994622,0.169821684,1.372776996
Pan-UKBB.555,Treatment/medication code,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.043959779,0.123841762,0.722614071,-0.354967323,-0.081587933,0.128634312,0.525909461,-0.634262599
Pan-UKBB.5636,Diabetes mellitus,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.328458657,0.12452211,0.008345717,-2.637753714,-0.370713936,0.12758542,0.003665337,-2.905613622
Pan-UKBB.5640,Type 2 diabetes,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.432977652,0.120580091,0.000329679,-3.590788897,-0.477316161,0.123911947,0.000117129,-3.852059242
Pan-UKBB.5686,Disorders of lipoid metabolism,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.124247379,0.122255399,0.309489597,-1.016293597,-0.136378339,0.126170769,0.279740347,-1.080902813
Pan-UKBB.572,Treatment/medication code,Pan-UKBB (phenotype-manifest-23-03-01),European,0.001357371,0.121599153,0.991093662,0.011162671,-0.088434188,0.12712581,0.48665239,-0.695643064
Pan-UKBB.5807,Other mental disorder,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.308918606,0.124118977,0.012814225,-2.488891,-0.318099136,0.126951095,0.012221531,-2.505682496
Pan-UKBB.5814,Alcohol-related disorders,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.314696414,0.089766994,0.000455403,-3.505702952,-0.323570102,0.092527686,0.000470507,-3.497008483
Pan-UKBB.5817,Tobacco use disorder,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.309717797,0.124777517,0.013058852,-2.482160278,-0.466150431,0.129310262,0.000312274,-3.604898969
Pan-UKBB.5821,Sleep disorders,Pan-UKBB (phenotype-manifest-23-03-01),European,0.042898878,0.107441819,0.689690269,0.39927543,-0.033748953,0.11164377,0.762429921,-0.302291417
Pan-UKBB.5822,Sleep apnea,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.079089517,0.094382832,0.402050316,-0.83796508,-0.153896605,0.098213448,0.1171239,-1.566960606
Pan-UKBB.5983,Hypertension,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.407903473,0.129714025,0.001662932,-3.144636633,-0.461530705,0.130683897,0.000412965,-3.531657048
Pan-UKBB.5984,Essential hypertension,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.395669865,0.12936977,0.002224916,-3.058441427,-0.446989775,0.130425985,0.000609946,-3.427152768
Pan-UKBB.5990,Ischemic Heart Disease,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.188548322,0.125739001,0.133738422,-1.499521396,-0.290419939,0.128868691,0.024220631,-2.253611307
Pan-UKBB.5994,Coronary atherosclerosis,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.006089638,0.124970818,0.961135677,-0.048728483,-0.087572542,0.12710179,0.490826194,-0.68899535
Pan-UKBB.5996,"Other chronic ischemic heart disease, unspecified",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.131330619,0.125392219,0.294934217,-1.047358602,-0.251264928,0.127656389,0.04903456,-1.968291046
Pan-UKBB.6005,Nonspecific chest pain,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.211327576,0.111668442,0.058430294,-1.892455677,-0.166772983,0.115414347,0.148459706,-1.444993518
Pan-UKBB.6093,Varicose veins of lower extremity,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.376070633,0.105490869,0.000363913,-3.564959101,-0.40542701,0.106972446,0.000150639,-3.790013456
Pan-UKBB.6102,Other disorders of circulatory system,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.070643708,0.121889868,0.562204645,-0.579569975,-0.105549999,0.125286956,0.399527172,-0.842465984
Pan-UKBB.6137,Chronic bronchitis,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.219323092,0.100275139,0.028726975,-2.187213043,-0.173355305,0.102562245,0.090981122,-1.690244846
Pan-UKBB.6138,Obstructive chronic bronchitis,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.253063996,0.125433605,0.043641949,-2.017513541,-0.279595685,0.128524996,0.029598752,-2.175418736
Pan-UKBB.614,Treatment/medication code,Pan-UKBB (phenotype-manifest-23-03-01),European,0.109888334,0.124431859,0.377171131,0.883120571,0.075867897,0.127812023,0.552786587,0.593589677
Pan-UKBB.6208,Diseases of esophagus,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.101288095,0.121960538,0.40625676,-0.830498917,-0.101833752,0.12590763,0.418631746,-0.808797306
Pan-UKBB.6209,"Esophagitis, GERD and related diseases",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.023552365,0.123284052,0.848493113,-0.191041457,-0.023615516,0.126989274,0.852472483,-0.185964649
Pan-UKBB.6210,GERD,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.062101449,0.120199441,0.605398138,-0.516653391,-0.003802324,0.126667623,0.976052599,-0.030018124
Pan-UKBB.6236,Abdominal hernia,Pan-UKBB (phenotype-manifest-23-03-01),European,0.143119412,0.124244252,0.249354038,1.151919782,0.071635382,0.126691893,0.571781405,0.565429882
Pan-UKBB.6238,Diaphragmatic hernia,Pan-UKBB (phenotype-manifest-23-03-01),European,0.035441004,0.121466416,0.77045778,0.291776152,0.045381494,0.126524801,0.719836985,0.358676667
Pan-UKBB.6240,Umbilical hernia,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.149250391,0.122683581,0.223776467,-1.216547396,-0.153340485,0.126225073,0.22443553,-1.214817959
