seqnames,start_hg19,end_hg19,width,strand,ID,COLO320DM,GBM39,K562
chr1,92361001,92362000,1000,*,112,1,0,0
chr1,92410001,92411000,1000,*,113,1,0,0
chr1,92878001,92879000,1000,*,114,1,0,0
chr1,100266001,100267000,1000,*,115,1,0,0
chr1,100849001,100850000,1000,*,116,1,0,0
chr1,101543001,101544000,1000,*,117,1,0,0
chr1,104681001,104682000,1000,*,118,1,0,0
chr1,109633001,109634000,1000,*,119,1,0,0
chr1,110564001,110565000,1000,*,120,1,0,0
chr1,113965001,113966000,1000,*,121,1,0,0
chr1,116680001,116681000,1000,*,122,1,0,0
chr1,119385001,119386000,1000,*,123,1,0,0
chr1,120013001,120014000,1000,*,124,1,0,0
chr1,120270001,120271000,1000,*,125,1,0,0
chr1,121137001,121138000,1000,*,126,1,0,1
chr1,142787001,142788000,1000,*,127,1,0,1
chr1,144017001,144018000,1000,*,128,1,0,0
chr1,144046001,144047000,1000,*,129,1,0,0
chr1,145209001,145210000,1000,*,130,1,1,1
chr1,145998001,145999000,1000,*,131,1,0,0
chr1,146517001,146518000,1000,*,132,1,0,0
chr1,147540001,147541000,1000,*,133,1,0,0
chr1,147541001,147542000,1000,*,134,1,0,0
chr1,147931001,147932000,1000,*,135,1,0,1
chr1,150018001,150019000,1000,*,136,1,0,0
chr1,150496001,150497000,1000,*,137,1,0,0
chr1,150522001,150523000,1000,*,138,1,0,0
chr1,150528001,150529000,1000,*,139,1,0,0
chr1,150530001,150531000,1000,*,140,1,0,0
chr1,150531001,150532000,1000,*,141,1,0,0
chr1,150551001,150552000,1000,*,142,1,0,1
chr1,150552001,150553000,1000,*,143,1,0,0
chr1,150701001,150702000,1000,*,144,1,0,1
chr1,151682001,151683000,1000,*,145,1,0,0
chr1,152647001,152648000,1000,*,146,1,0,0
chr1,152713001,152714000,1000,*,147,1,0,0
chr1,153390001,153391000,1000,*,148,1,0,0
chr1,153930001,153931000,1000,*,149,1,0,0
chr1,154840001,154841000,1000,*,150,1,0,0
chr1,155161001,155162000,1000,*,151,1,0,1
chr1,157815001,157816000,1000,*,152,1,0,0
chr1,158038001,158039000,1000,*,153,1,0,0
chr1,159081001,159082000,1000,*,154,1,0,0
chr1,159532001,159533000,1000,*,155,1,0,0
chr1,160375001,160376000,1000,*,156,1,0,0
chr1,161410001,161411000,1000,*,157,1,0,1
chr1,161418001,161419000,1000,*,158,1,0,1
chr1,161425001,161426000,1000,*,159,1,1,1
chr1,161432001,161433000,1000,*,160,1,1,1
chr1,161440001,161441000,1000,*,161,1,0,1
chr1,161561001,161562000,1000,*,162,1,0,0
chr1,161643001,161644000,1000,*,163,1,0,0
chr1,162055001,162056000,1000,*,164,1,0,0
chr1,162064001,162065000,1000,*,165,1,0,0
chr1,162770001,162771000,1000,*,166,1,0,0
chr1,162948001,162949000,1000,*,167,1,0,0
chr1,163667001,163668000,1000,*,168,1,0,0
chr1,164451001,164452000,1000,*,169,1,0,0
chr1,171608001,171609000,1000,*,170,1,0,0
chr1,173188001,173189000,1000,*,171,1,0,0
chr1,175236001,175237000,1000,*,172,1,0,0
chr1,177034001,177035000,1000,*,173,1,0,0
chr1,177187001,177188000,1000,*,174,1,0,0
chr1,179058001,179059000,1000,*,175,1,0,0
chr1,180143001,180144000,1000,*,176,1,0,0
chr1,181106001,181107000,1000,*,177,1,0,0
chr1,181140001,181141000,1000,*,178,1,0,0
chr1,181581001,181582000,1000,*,179,1,0,0
chr1,184393001,184394000,1000,*,180,1,0,0
chr1,185375001,185376000,1000,*,181,1,0,0
chr1,187799001,187800000,1000,*,182,1,0,0
chr1,189950001,189951000,1000,*,183,1,0,0
chr1,201324001,201325000,1000,*,184,1,0,0
chr1,202211001,202212000,1000,*,185,1,0,0
chr1,202397001,202398000,1000,*,186,1,0,0
chr1,202689001,202690000,1000,*,187,1,0,0
chr1,202788001,202789000,1000,*,188,1,0,0
chr1,202789001,202790000,1000,*,189,1,0,0
chr1,203158001,203159000,1000,*,190,1,0,0
chr1,203453001,203454000,1000,*,191,1,0,0
chr1,203680001,203681000,1000,*,192,1,0,0
chr1,204062001,204063000,1000,*,193,1,0,0
chr1,204421001,204422000,1000,*,194,1,0,0
chr1,207198001,207199000,1000,*,195,1,0,0
chr1,208026001,208027000,1000,*,196,1,0,0
chr1,208955001,208956000,1000,*,197,1,0,0
chr1,209738001,209739000,1000,*,198,1,0,0
chr1,210863001,210864000,1000,*,199,1,0,0
chr1,212606001,212607000,1000,*,200,1,0,1
chr1,212607001,212608000,1000,*,201,1,0,0
chr1,212615001,212616000,1000,*,202,1,0,0
chr1,212626001,212627000,1000,*,203,1,0,0
chr1,212688001,212689000,1000,*,204,1,0,0
chr1,214247001,214248000,1000,*,205,1,0,0
chr1,218762001,218763000,1000,*,206,1,0,0
chr1,220880001,220881000,1000,*,207,1,0,0
chr1,223679001,223680000,1000,*,208,1,0,0
chr1,226747001,226748000,1000,*,209,1,0,0
chr1,226836001,226837000,1000,*,210,1,0,0
chr1,226924001,226925000,1000,*,211,1,0,0
chr1,227069001,227070000,1000,*,212,1,0,0
chr1,227949001,227950000,1000,*,213,1,0,0
chr1,227950001,227951000,1000,*,214,1,0,0
chr1,228036001,228037000,1000,*,215,1,0,0
chr1,228315001,228316000,1000,*,216,1,0,0
chr1,228457001,228458000,1000,*,217,1,0,0
chr1,232295001,232296000,1000,*,218,1,0,0
chr1,233401001,233402000,1000,*,219,1,0,0
chr1,233850001,233851000,1000,*,220,1,0,0
chr1,233910001,233911000,1000,*,221,1,0,0
chr1,234057001,234058000,1000,*,222,1,0,0
chr1,236245001,236246000,1000,*,223,1,0,0
chr1,236955001,236956000,1000,*,224,1,0,0
chr1,239369001,239370000,1000,*,225,1,0,0
chr1,240186001,240187000,1000,*,226,1,0,1
chr1,240916001,240917000,1000,*,227,1,0,0
chr1,244375001,244376000,1000,*,228,1,0,0
chr1,244394001,244395000,1000,*,229,1,0,0
chr1,246122001,246123000,1000,*,230,1,0,0
chr2,1452001,1453000,1000,*,231,1,0,0
chr2,1592001,1593000,1000,*,232,1,0,0
chr2,1936001,1937000,1000,*,233,1,0,0
chr2,2866001,2867000,1000,*,234,1,0,0
chr2,3454001,3455000,1000,*,235,1,0,0
chr2,3485001,3486000,1000,*,236,1,0,0
chr2,4088001,4089000,1000,*,237,1,0,0
chr2,4428001,4429000,1000,*,238,1,0,0
chr2,5832001,5833000,1000,*,239,1,0,1
chr2,8394001,8395000,1000,*,240,1,0,0
chr2,8541001,8542000,1000,*,241,1,0,0
chr2,9524001,9525000,1000,*,242,1,0,0
chr2,9708001,9709000,1000,*,243,1,0,0
chr2,9864001,9865000,1000,*,244,1,0,0
chr2,11051001,11052000,1000,*,245,1,0,1
chr2,11260001,11261000,1000,*,246,1,0,0
chr2,12545001,12546000,1000,*,247,1,0,0
chr2,15442001,15443000,1000,*,248,1,0,0
chr2,15924001,15925000,1000,*,249,1,0,0
chr2,16923001,16924000,1000,*,250,1,0,0
chr2,18112001,18113000,1000,*,251,1,0,0
chr2,19482001,19483000,1000,*,252,1,0,0
chr2,19705001,19706000,1000,*,253,1,0,0
chr2,19811001,19812000,1000,*,254,1,0,0
chr2,19902001,19903000,1000,*,255,1,0,0
chr2,20115001,20116000,1000,*,256,1,0,0
chr2,20233001,20234000,1000,*,257,1,0,0
chr2,20885001,20886000,1000,*,258,1,0,0
chr2,23231001,23232000,1000,*,259,1,0,0
chr2,24910001,24911000,1000,*,260,1,0,0
chr2,27969001,27970000,1000,*,261,1,0,0
chr2,28149001,28150000,1000,*,262,1,0,0
chr2,28184001,28185000,1000,*,263,1,0,0
chr2,29444001,29445000,1000,*,264,1,0,0
chr2,29523001,29524000,1000,*,265,1,0,0
chr2,31492001,31493000,1000,*,266,1,0,0
chr2,38386001,38387000,1000,*,267,1,0,0
chr2,38625001,38626000,1000,*,268,1,0,0
chr2,39807001,39808000,1000,*,269,1,0,0
chr2,42605001,42606000,1000,*,270,1,0,0
chr2,43352001,43353000,1000,*,271,1,0,0
chr2,43453001,43454000,1000,*,272,1,0,1
chr2,44590001,44591000,1000,*,273,1,0,0
chr2,45032001,45033000,1000,*,274,1,0,0
chr2,45226001,45227000,1000,*,275,1,0,0
chr2,45230001,45231000,1000,*,276,1,0,0
chr2,45899001,45900000,1000,*,277,1,0,0
chr2,46455001,46456000,1000,*,278,1,0,0
chr2,46620001,46621000,1000,*,279,1,0,0
chr2,47506001,47507000,1000,*,280,1,0,0
chr2,47902001,47903000,1000,*,281,1,0,0
chr2,51421001,51422000,1000,*,282,1,0,0
chr2,52553001,52554000,1000,*,283,1,0,0
chr2,54423001,54424000,1000,*,284,1,0,0
chr2,57519001,57520000,1000,*,285,1,0,0
chr2,58615001,58616000,1000,*,286,1,0,0
chr2,61257001,61258000,1000,*,287,1,0,0
chr2,61258001,61259000,1000,*,288,1,0,0
chr2,64014001,64015000,1000,*,289,1,0,0
chr2,64633001,64634000,1000,*,290,1,0,0
chr2,69849001,69850000,1000,*,291,1,0,1
chr2,70142001,70143000,1000,*,292,1,1,1
chr2,70641001,70642000,1000,*,293,1,0,0
chr2,71908001,71909000,1000,*,294,1,0,0
chr2,71932001,71933000,1000,*,295,1,0,0
chr2,72172001,72173000,1000,*,296,1,0,0
chr2,74726001,74727000,1000,*,297,1,0,1
chr2,75497001,75498000,1000,*,298,1,0,0
chr2,75514001,75515000,1000,*,299,1,0,0
chr2,79221001,79222000,1000,*,300,1,0,0
chr2,79599001,79600000,1000,*,301,1,0,0
chr2,80281001,80282000,1000,*,302,1,0,0
chr2,81834001,81835000,1000,*,303,1,0,0
chr2,84871001,84872000,1000,*,304,1,0,0
chr2,85312001,85313000,1000,*,305,1,0,0
chr2,85758001,85759000,1000,*,306,1,0,0
chr2,88803001,88804000,1000,*,307,1,0,0
chr2,91777001,91778000,1000,*,308,1,1,1
chr2,91799001,91800000,1000,*,309,1,0,0
chr2,92216001,92217000,1000,*,310,1,0,0
chr2,95546001,95547000,1000,*,311,1,0,0
chr2,96020001,96021000,1000,*,312,1,0,0
chr2,96395001,96396000,1000,*,313,1,0,0
chr2,96713001,96714000,1000,*,314,1,0,0
chr2,99154001,99155000,1000,*,315,1,0,0
chr2,101012001,101013000,1000,*,316,1,0,0
chr2,102885001,102886000,1000,*,317,1,0,0
chr2,104099001,104100000,1000,*,318,1,0,0
chr2,104877001,104878000,1000,*,319,1,0,0
chr2,105469001,105470000,1000,*,320,1,0,0
chr2,105470001,105471000,1000,*,321,1,0,0
chr2,105878001,105879000,1000,*,322,1,0,0
chr2,106055001,106056000,1000,*,323,1,0,0
chr2,106439001,106440000,1000,*,324,1,0,0
chr2,106440001,106441000,1000,*,325,1,0,0
chr2,106960001,106961000,1000,*,326,1,0,0
chr2,106961001,106962000,1000,*,327,1,0,0
chr2,107084001,107085000,1000,*,328,1,0,1
chr2,107423001,107424000,1000,*,329,1,0,0
chr2,108595001,108596000,1000,*,330,1,0,0
chr2,109776001,109777000,1000,*,331,1,0,0
chr2,109810001,109811000,1000,*,332,1,0,0
chr2,112174001,112175000,1000,*,333,1,0,0
chr2,112711001,112712000,1000,*,334,1,0,0
chr2,112804001,112805000,1000,*,335,1,0,0
chr2,112805001,112806000,1000,*,336,1,0,0
chr2,113476001,113477000,1000,*,337,1,0,0
chr2,113678001,113679000,1000,*,338,1,0,0
chr2,113679001,113680000,1000,*,339,1,0,0
chr2,114108001,114109000,1000,*,340,1,0,0
chr2,114429001,114430000,1000,*,341,1,0,0
chr2,119251001,119252000,1000,*,342,1,0,0
chr2,119769001,119770000,1000,*,343,1,0,1
chr2,119834001,119835000,1000,*,344,1,0,0
chr2,120553001,120554000,1000,*,345,1,0,0
chr2,121102001,121103000,1000,*,346,1,0,1
chr2,121322001,121323000,1000,*,347,1,0,0
chr2,123952001,123953000,1000,*,348,1,0,0
chr2,124680001,124681000,1000,*,349,1,0,0
chr2,127202001,127203000,1000,*,350,1,0,0
chr2,127401001,127402000,1000,*,351,1,0,0
chr2,127882001,127883000,1000,*,352,1,0,0
chr2,127893001,127894000,1000,*,353,1,0,0
chr2,128145001,128146000,1000,*,354,1,0,1
chr2,128327001,128328000,1000,*,355,1,0,0
chr2,128416001,128417000,1000,*,356,1,0,0
chr2,128432001,128433000,1000,*,357,1,0,1
chr2,128437001,128438000,1000,*,358,1,0,0
chr2,128459001,128460000,1000,*,359,1,0,1
chr2,128643001,128644000,1000,*,360,1,0,1
chr2,128644001,128645000,1000,*,361,1,0,1
chr2,128785001,128786000,1000,*,362,1,1,1
chr2,128994001,128995000,1000,*,363,1,0,0
chr2,129709001,129710000,1000,*,364,1,0,0
chr2,129950001,129951000,1000,*,365,1,0,0
chr2,129998001,129999000,1000,*,366,1,0,0
chr2,130919001,130920000,1000,*,367,1,0,0
chr2,131602001,131603000,1000,*,368,1,0,0
chr2,133381001,133382000,1000,*,369,1,0,0
chr2,134099001,134100000,1000,*,370,1,0,0
chr2,134487001,134488000,1000,*,371,1,0,0
chr2,134737001,134738000,1000,*,372,1,0,0
chr2,136112001,136113000,1000,*,373,1,0,0
chr2,138495001,138496000,1000,*,374,1,0,0
chr2,139581001,139582000,1000,*,375,1,0,0
chr2,141386001,141387000,1000,*,376,1,0,0
chr2,143212001,143213000,1000,*,377,1,0,0
chr2,144777001,144778000,1000,*,378,1,0,0
chr2,145125001,145126000,1000,*,379,1,0,0
chr2,145455001,145456000,1000,*,380,1,0,0
chr2,145456001,145457000,1000,*,381,1,0,0
chr2,154781001,154782000,1000,*,382,1,0,0
chr2,155965001,155966000,1000,*,383,1,0,0
chr2,158870001,158871000,1000,*,384,1,0,0
chr2,159528001,159529000,1000,*,385,1,0,0
chr2,164164001,164165000,1000,*,386,1,0,0
chr2,170841001,170842000,1000,*,387,1,0,0
chr2,171834001,171835000,1000,*,388,1,0,0
chr2,173231001,173232000,1000,*,389,1,0,0
chr2,176284001,176285000,1000,*,390,1,0,0
chr2,177587001,177588000,1000,*,391,1,0,0
chr2,180571001,180572000,1000,*,392,1,0,0
chr2,182996001,182997000,1000,*,393,1,0,0
chr2,185834001,185835000,1000,*,394,1,0,0
chr2,188817001,188818000,1000,*,395,1,0,0
chr2,190400001,190401000,1000,*,396,1,0,0
chr2,197836001,197837000,1000,*,397,1,0,0
chr2,202627001,202628000,1000,*,398,1,0,0
chr2,204916001,204917000,1000,*,399,1,0,0
chr2,206404001,206405000,1000,*,400,1,0,0
chr2,208118001,208119000,1000,*,401,1,0,0
chr2,208221001,208222000,1000,*,402,1,0,0
chr2,212997001,212998000,1000,*,403,1,0,0
chr2,213665001,213666000,1000,*,404,1,0,0
chr2,216091001,216092000,1000,*,405,1,0,0
chr2,216534001,216535000,1000,*,406,1,0,0
chr2,217299001,217300000,1000,*,407,1,0,0
chr2,217303001,217304000,1000,*,408,1,0,0
chr2,217439001,217440000,1000,*,409,1,0,0
chr2,217728001,217729000,1000,*,410,1,0,0
chr2,217938001,217939000,1000,*,411,1,0,0
chr2,218518001,218519000,1000,*,412,1,0,0
chr2,218732001,218733000,1000,*,413,1,0,0
chr2,219870001,219871000,1000,*,414,1,0,0
chr2,219972001,219973000,1000,*,415,1,0,0
chr2,219973001,219974000,1000,*,416,1,0,0
chr2,220083001,220084000,1000,*,417,1,0,1
chr2,220359001,220360000,1000,*,418,1,0,0
chr2,221262001,221263000,1000,*,419,1,0,0
chr2,221622001,221623000,1000,*,420,1,0,0
chr2,223731001,223732000,1000,*,421,1,0,1
chr2,224184001,224185000,1000,*,422,1,0,0
chr2,228668001,228669000,1000,*,423,1,0,0
chr2,229371001,229372000,1000,*,424,1,0,0
chr2,229570001,229571000,1000,*,425,1,0,0
chr2,233365001,233366000,1000,*,426,1,0,0
chr2,233407001,233408000,1000,*,427,1,0,0
chr2,235328001,235329000,1000,*,428,1,0,0
chr2,235836001,235837000,1000,*,429,1,0,0
chr2,235837001,235838000,1000,*,430,1,0,0
chr2,235982001,235983000,1000,*,431,1,0,0
chr2,236475001,236476000,1000,*,432,1,0,0
chr2,237017001,237018000,1000,*,433,1,0,0
chr2,237036001,237037000,1000,*,434,1,0,0
chr2,238803001,238804000,1000,*,435,1,0,0
chr2,239515001,239516000,1000,*,436,1,0,0
chr2,240190001,240191000,1000,*,437,1,0,0
chr2,240195001,240196000,1000,*,438,1,0,0
chr2,240300001,240301000,1000,*,439,1,0,0
chr2,240581001,240582000,1000,*,440,1,0,0
chr2,240891001,240892000,1000,*,441,1,0,0
chr2,240892001,240893000,1000,*,442,1,0,0
chr2,240964001,240965000,1000,*,443,1,0,1
chr2,241668001,241669000,1000,*,444,1,0,0
chr2,242625001,242626000,1000,*,445,1,0,1
chr3,1229001,1230000,1000,*,446,1,0,0
chr3,1979001,1980000,1000,*,447,1,0,0
chr3,2423001,2424000,1000,*,448,1,0,0
chr3,2424001,2425000,1000,*,449,1,0,0
chr3,5162001,5163000,1000,*,450,1,0,0
chr3,10037001,10038000,1000,*,451,1,0,0
chr3,10155001,10156000,1000,*,452,1,0,0
chr3,10609001,10610000,1000,*,453,1,0,0
chr3,11317001,11318000,1000,*,454,1,0,0
chr3,11955001,11956000,1000,*,455,1,0,0
chr3,12907001,12908000,1000,*,456,1,0,0
chr3,13026001,13027000,1000,*,457,1,0,0
chr3,13063001,13064000,1000,*,458,1,0,0
chr3,13439001,13440000,1000,*,459,1,0,0
chr3,13599001,13600000,1000,*,460,1,0,0
chr3,14160001,14161000,1000,*,461,1,0,0
chr3,14300001,14301000,1000,*,462,1,0,0
chr3,14482001,14483000,1000,*,463,1,0,0
chr3,14552001,14553000,1000,*,464,1,0,0
chr3,14943001,14944000,1000,*,465,1,0,0
chr3,19467001,19468000,1000,*,466,1,0,0
chr3,19694001,19695000,1000,*,467,1,0,0
chr3,20896001,20897000,1000,*,468,1,0,0
chr3,20897001,20898000,1000,*,469,1,0,0
chr3,24335001,24336000,1000,*,470,1,0,0
chr3,24704001,24705000,1000,*,471,1,0,0
chr3,26665001,26666000,1000,*,472,1,0,0
chr3,26744001,26745000,1000,*,473,1,0,0
chr3,29072001,29073000,1000,*,474,1,0,0
chr3,30425001,30426000,1000,*,475,1,0,0
chr3,31132001,31133000,1000,*,476,1,0,0
chr3,35524001,35525000,1000,*,477,1,0,0
chr3,37647001,37648000,1000,*,478,1,0,0
chr3,37760001,37761000,1000,*,479,1,0,0
chr3,37763001,37764000,1000,*,480,1,0,0
chr3,37947001,37948000,1000,*,481,1,0,0
chr3,38078001,38079000,1000,*,482,1,0,0
chr3,38324001,38325000,1000,*,483,1,0,0
chr3,38484001,38485000,1000,*,484,1,0,0
chr3,38659001,38660000,1000,*,485,1,0,0
chr3,39653001,39654000,1000,*,486,1,0,0
chr3,39794001,39795000,1000,*,487,1,0,0
chr3,40943001,40944000,1000,*,488,1,0,0
chr3,41119001,41120000,1000,*,489,1,0,0
chr3,42085001,42086000,1000,*,490,1,0,0
chr3,43032001,43033000,1000,*,491,1,0,0
chr3,43217001,43218000,1000,*,492,1,0,0
chr3,44104001,44105000,1000,*,493,1,0,0
chr3,44962001,44963000,1000,*,494,1,0,0
chr3,44973001,44974000,1000,*,495,1,0,0
chr3,45067001,45068000,1000,*,496,1,0,0
chr3,45200001,45201000,1000,*,497,1,0,0
chr3,46034001,46035000,1000,*,498,1,0,0
chr3,46519001,46520000,1000,*,499,1,0,0
chr3,46539001,46540000,1000,*,500,1,0,0
chr3,46874001,46875000,1000,*,501,1,0,0
chr3,46895001,46896000,1000,*,502,1,0,0
chr3,47404001,47405000,1000,*,503,1,0,0
chr3,48130001,48131000,1000,*,504,1,0,1
chr3,48195001,48196000,1000,*,505,1,0,0
chr3,48463001,48464000,1000,*,506,1,0,0
chr3,48742001,48743000,1000,*,507,1,0,0
chr3,49210001,49211000,1000,*,508,1,0,0
chr3,49865001,49866000,1000,*,509,1,0,0
chr3,50292001,50293000,1000,*,510,1,0,0
chr3,51233001,51234000,1000,*,511,1,0,0
chr3,51892001,51893000,1000,*,512,1,0,0
chr3,52048001,52049000,1000,*,513,1,0,0
chr3,52393001,52394000,1000,*,514,1,0,0
chr3,53529001,53530000,1000,*,515,1,0,0
chr3,53627001,53628000,1000,*,516,1,0,0
chr3,54960001,54961000,1000,*,517,1,0,0
chr3,54961001,54962000,1000,*,518,1,0,0
chr3,55764001,55765000,1000,*,519,1,0,0
chr3,59509001,59510000,1000,*,520,1,0,0
chr3,60708001,60709000,1000,*,521,1,0,0
chr3,62607001,62608000,1000,*,522,1,0,0
chr3,62891001,62892000,1000,*,523,1,0,0
chr3,63765001,63766000,1000,*,524,1,0,0
chr3,65026001,65027000,1000,*,525,1,0,0
chr3,65670001,65671000,1000,*,526,1,0,0
chr3,66559001,66560000,1000,*,527,1,0,0
chr3,68501001,68502000,1000,*,528,1,0,0
chr3,72240001,72241000,1000,*,529,1,0,0
chr3,73320001,73321000,1000,*,530,1,0,0
chr3,73434001,73435000,1000,*,531,1,0,0
chr3,74773001,74774000,1000,*,532,1,0,0
chr3,82744001,82745000,1000,*,533,1,0,0
chr3,84298001,84299000,1000,*,534,1,0,0
chr3,98192001,98193000,1000,*,535,1,0,0
chr3,98482001,98483000,1000,*,536,1,0,0
chr3,100940001,100941000,1000,*,537,1,0,0
chr3,102555001,102556000,1000,*,538,1,0,0
chr3,104897001,104898000,1000,*,539,1,0,0
chr3,108606001,108607000,1000,*,540,1,0,0
chr3,111056001,111057000,1000,*,541,1,0,0
chr3,114581001,114582000,1000,*,542,1,0,0
chr3,121852001,121853000,1000,*,543,1,0,0
chr3,123705001,123706000,1000,*,544,1,0,0
chr3,123945001,123946000,1000,*,545,1,0,0
chr3,125568001,125569000,1000,*,546,1,0,0
chr3,126391001,126392000,1000,*,547,1,0,0
chr3,126872001,126873000,1000,*,548,1,0,0
chr3,127482001,127483000,1000,*,549,1,0,0
chr3,127883001,127884000,1000,*,550,1,0,0
chr3,127906001,127907000,1000,*,551,1,0,0
chr3,131815001,131816000,1000,*,552,1,0,0
chr3,132840001,132841000,1000,*,553,1,0,0
chr3,134006001,134007000,1000,*,554,1,0,0
chr3,134152001,134153000,1000,*,555,1,0,0
chr3,134850001,134851000,1000,*,556,1,0,0
chr3,137568001,137569000,1000,*,557,1,0,0
