project_id,carb_buffer_fraction,fire_risk_fraction,drought_risk_fraction,insect_risk_fraction,total_natural_risk_fraction
CAR1062,0.005672,0.0333129114173118,0.0304317925274815,0.00273625008099958,0.0664809540257929
ACR281,0.076268,0,0.0635580120093578,0.0108606868865902,0.074418698895948
ACR373,0.087768,0,0.211377001429119,0.0361197487928035,0.247496750221923
ACR549,0.11318,0,0.0600121550646933,0.0102547767770202,0.0702669318417135
ACR288,0.004388,0.0181836618885371,0.00547325613976836,0.0017974565428627,0.0254543745711682
CAR1209,0.127356,0,0.0810543032436628,0.0138504238963696,0.0949047271400324
CAR1391,0.158548,0,0.154230294730474,0.0263546150444035,0.180584909774878
ACR202,0.194387,0,0.149231530452907,0.0255004345575982,0.174731965010505
ACR395,0.158096,0,0.286881286540426,0.146989222976391,0.433870509516817
ACR393,0.030355,0,0.0424925906059279,0.0222735407128293,0.0647661313187572
ACR210,0.243063,0,0.142382555894914,0.074633332783425,0.217015888678339
CAR1336,0.149879,0.111774961500517,0.0270927171700296,0.18558625925838,0.324453937928927
CAR1373,0.11058,0.122622324287713,0.0297219690891442,0.203596746182009,0.355941039558866
CAR973,0.18205,0.0807036952360273,1.49268767496742,0.64070609117838,2.21409746138183
CAR1374,0.094606,0,0.0401121404613425,0.0346351590047632,0.0747472994661057
ACR256,0.08012,0.054184264141625,0.026823742794011,0.0742207189536884,0.155228725889324
ACR269,0.20019,0.537549979155905,0.161801772485779,0.0531368617098293,0.752488613351513
CAR1130,0.027314,0.0916378307161696,0.0172080085848886,0.0282240094475486,0.137069848748607
CAR1173,0.082999,0.0590540526452871,0.0317363169665444,0.079714854750937,0.170505224362769
ACR268,0.545174,0.90926989493609,0.296054760130605,0.284365781213466,1.48969043628016
CAR1215,0.710399,1.27078440433489,0.467971158672431,1.0687673291572,2.80752289216452
ACR439,0.132953,0,0.0211694749396872,0.0225511584997982,0.0437206334394854
CAR1208,0.137935,0.344176671527179,0.104190096912322,0.222847083799886,0.671213852239387
ACR279,0.145573,0.269559536134108,0.0506186448946117,0.0830230357382677,0.403201216766987
ACR248,0.698497,1.64836808526695,0.309535177127727,0.507689412200402,2.46559267459508
ACR751,0.060385,0.0682715886693825,0.0571830605028157,0.0814332930342923,0.206887942206491
CAR1032,0.072916,0.146344493448375,0.0274809789792031,0.0450733974539059,0.218898869881484
CAR1205,0.661425,0.799887879211189,0.150205186928173,0.246361605064191,1.19645467120355
CAR1436,0.282588,0.561392099102488,0.105419781168387,0.172906056210821,0.839717936481696
CAR1159,0.028048,0.0767067538688984,0.0144042091435283,0.0236253098634793,0.114736272875906
CAR1160,0.01638,0.0432134100389709,0.00811473520402434,0.013309521664457,0.0646376669074523
CAR1147,0.048072,0.130040978082991,0.0244194591878806,0.0400519934321749,0.194512430703046
ACR249,1.009639,1.66474522153509,0.312610521658425,0.512733491104751,2.49008923429827
ACR280,0.251472,0.427683913413137,0.0803116834621165,0.131724580540589,0.639720177415842
ACR437,1.09845,4.93498403097501,0.92670512721251,1.5199512562137,7.38164041440122
ACR287,0.062358,0.144194941537376,0.0288043676767369,0.0139066066805367,0.186905915894649
ACR266,0.120926,0.156437092802006,0.0312498586379385,0.0150872776579352,0.20277422909788
CAR1257,0.386538,0.474925105340181,0.0915829342466514,0.157996798076851,0.724504837663683
ACR267,0.389508,0.733905844599886,0.137814895613263,0.226039456954794,1.09776019716794
ACR276,0.460845,0.79304961690258,0.148921078873752,0.244255453287195,1.18622614906353
CAR1134,0.005455,0.170385569574379,0.0340362050187351,0.0164325119511625,0.220854286544276
CAR1109,0.025795,0.0672766931015421,0.0134391857544428,0.00648837261387436,0.0872042514698592
ACR192,0.008443,0.0476311152884468,0.00951478701675428,0.00459369225445426,0.0617395945596553
ACR265,0.039409,0.0381184193864313,0.00558780959639757,0.00615006395641716,0.0498562929392461
CAR1088,0.218979,0.654807364932843,0,0.0286932397971905,0.683500604730033
CAR1213,0.232168,0.450896870123268,0,0.0197580123729618,0.47065488249623
ACR247,0.150105,0.391490537681644,0,0.0171548648924902,0.408645402574134
CAR1197,0.35569,0.597880244713583,0,0.0261987298101469,0.62407897452373
ACR371,0.071145,0.000341741669796164,0.00491142163987982,0.0101337340224916,0.0153868973321676
ACR284,0.16427,0.0458472750768983,0.00273637119991248,0.00764660852359475,0.0562302548004055
ACR293,0.089085,0,0.00462098688093585,0.00952039075011712,0.014141377631053
ACR199,0.190642,0,0.345026397697047,0.0440148149326202,0.389041212629668
ACR427,0.311177,0,0.265260933320892,0.0338391814855419,0.299100114806434
CAR1204,0.033152,0,0.00906842736089514,0.000996258176507839,0.010064685537403
CAR1162,0.00015,0,0.00447935407376491,0,0.00447935407376491
CAR1161,0.001491,0,0.0021900555550597,0.00389813705959812,0.00608819261465781
CAR1175,0.699685,0,0.267842704209514,0.0121302766710115,0.279972980880526
CAR1063,0.034636,0,0.0517723035161348,0,0.0517723035161348
ACR417,0.194545,0,0.2805661394059,0,0.2805661394059
CAR1217,0.136234,0,0.0556048570738481,0,0.0556048570738481
